2024-05-04 18:53:03 CPU Usage: 18.2% | Memory Usage: 22.88% | I/O Usage (read write): 3.29 9.05 | Load Average:  6.07, 2.95, 1.28 | Process Count: 279 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.768/1.972/2.119/0.131 Avg:ms Max:
2024-05-04 19:34:52 CPU Usage: 50% | Memory Usage: 34.65% | I/O Usage (read write): 3.29 9.05 | Load Average:  2.37, 1.62, 1.29 | Process Count: 274 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.802/2.324/3.991/0.838 Avg:ms Max:
2024-05-04 19:34:57 CPU Usage: 61.8% | Memory Usage: 34.66% | I/O Usage (read write): 3.29 9.05 | Load Average:  2.23, 1.61, 1.30 | Process Count: 276 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.665/1.925/2.160/0.169 Avg:ms Max:
2024-05-04 19:35:02 CPU Usage: 70.3% | Memory Usage: 34.66% | I/O Usage (read write): 3.29 9.05 | Load Average:  2.13, 1.60, 1.29 | Process Count: 274 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.518/1.746/1.973/0.159 Avg:ms Max:
2024-05-04 19:35:08 CPU Usage: 48.5% | Memory Usage: 34.67% | I/O Usage (read write): 3.29 9.05 | Load Average:  2.04, 1.59, 1.29 | Process Count: 274 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.681/1.947/2.196/0.209 Avg:ms Max:
2024-05-04 19:35:13 CPU Usage: 56.2% | Memory Usage: 34.66% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.96, 1.58, 1.29 | Process Count: 274 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.645/1.785/2.098/0.160 Avg:ms Max:
2024-05-04 19:35:18 CPU Usage: 48.5% | Memory Usage: 34.67% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.88, 1.57, 1.29 | Process Count: 274 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.636/1.883/2.175/0.189 Avg:ms Max:
2024-05-04 19:35:23 CPU Usage: 51.5% | Memory Usage: 34.66% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.81, 1.56, 1.29 | Process Count: 274 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.665/1.965/2.109/0.158 Avg:ms Max:
2024-05-04 19:35:29 CPU Usage: 51.4% | Memory Usage: 34.65% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.90, 1.59, 1.30 | Process Count: 274 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.469/1.678/1.771/0.107 Avg:ms Max:
2024-05-04 19:35:34 CPU Usage: 54.5% | Memory Usage: 34.66% | I/O Usage (read write): 3.29 9.05 | Load Average:  2.23, 1.66, 1.32 | Process Count: 274 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.757/1.868/2.003/0.087 Avg:ms Max:
2024-05-04 19:35:39 CPU Usage: 57.6% | Memory Usage: 34.66% | I/O Usage (read write): 3.29 9.05 | Load Average:  2.13, 1.65, 1.32 | Process Count: 274 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.647/1.870/2.049/0.142 Avg:ms Max:
2024-05-04 19:35:44 CPU Usage: 54.5% | Memory Usage: 34.66% | I/O Usage (read write): 3.29 9.05 | Load Average:  2.04, 1.64, 1.32 | Process Count: 274 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.301/1.701/1.986/0.233 Avg:ms Max:
2024-05-04 19:35:50 CPU Usage: 52.9% | Memory Usage: 34.67% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.96, 1.63, 1.32 | Process Count: 274 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.582/1.923/2.132/0.187 Avg:ms Max:
2024-05-04 19:35:55 CPU Usage: 65.6% | Memory Usage: 34.65% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.96, 1.63, 1.32 | Process Count: 274 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.725/1.816/1.891/0.071 Avg:ms Max:
2024-05-04 19:36:00 CPU Usage: 56.2% | Memory Usage: 34.67% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.97, 1.64, 1.32 | Process Count: 274 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.621/1.868/2.093/0.185 Avg:ms Max:
2024-05-04 19:36:05 CPU Usage: 52.8% | Memory Usage: 34.67% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.89, 1.63, 1.32 | Process Count: 274 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.428/1.617/1.816/0.146 Avg:ms Max:
2024-05-04 19:36:11 CPU Usage: 60.6% | Memory Usage: 34.67% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.82, 1.62, 1.32 | Process Count: 274 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.581/1.723/1.855/0.107 Avg:ms Max:
2024-05-04 19:36:16 CPU Usage: 94.3% | Memory Usage: 34.67% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.75, 1.61, 1.32 | Process Count: 274 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.473/1.802/2.066/0.251 Avg:ms Max:
2024-05-04 19:36:21 CPU Usage: 51.4% | Memory Usage: 34.68% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.69, 1.60, 1.32 | Process Count: 274 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.402/1.713/1.942/0.210 Avg:ms Max:
2024-05-04 19:36:26 CPU Usage: 100% | Memory Usage: 34.68% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.64, 1.59, 1.31 | Process Count: 275 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.482/1.720/2.113/0.226 Avg:ms Max:
2024-05-04 19:36:32 CPU Usage: 46.9% | Memory Usage: 34.67% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.58, 1.58, 1.31 | Process Count: 274 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.561/1.835/2.139/0.208 Avg:ms Max:
2024-05-04 19:36:37 CPU Usage: 83.3% | Memory Usage: 34.68% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.54, 1.57, 1.31 | Process Count: 275 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.725/1.958/2.181/0.170 Avg:ms Max:
2024-05-04 19:36:42 CPU Usage: 52.6% | Memory Usage: 34.69% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.57, 1.57, 1.31 | Process Count: 274 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.547/1.888/2.060/0.177 Avg:ms Max:
2024-05-04 19:36:47 CPU Usage: 48.5% | Memory Usage: 34.67% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.56, 1.57, 1.32 | Process Count: 274 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.574/1.797/2.032/0.176 Avg:ms Max:
2024-05-04 19:36:53 CPU Usage: 52.9% | Memory Usage: 34.68% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.43, 1.55, 1.31 | Process Count: 274 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.870/2.098/2.336/0.191 Avg:ms Max:
2024-05-04 19:36:58 CPU Usage: 50% | Memory Usage: 34.67% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.40, 1.54, 1.31 | Process Count: 274 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.516/1.866/2.080/0.187 Avg:ms Max:
2024-05-04 19:37:03 CPU Usage: 53.1% | Memory Usage: 34.68% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.37, 1.53, 1.30 | Process Count: 274 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.472/1.729/1.858/0.141 Avg:ms Max:
2024-05-04 19:37:08 CPU Usage: 51.5% | Memory Usage: 34.69% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.34, 1.52, 1.30 | Process Count: 274 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.804/1.965/2.184/0.137 Avg:ms Max:
2024-05-04 19:37:13 CPU Usage: 52.9% | Memory Usage: 34.69% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.31, 1.51, 1.30 | Process Count: 274 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.569/1.734/1.930/0.138 Avg:ms Max:
2024-05-04 19:37:19 CPU Usage: 51.5% | Memory Usage: 34.69% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.29, 1.50, 1.30 | Process Count: 274 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.670/1.917/2.188/0.217 Avg:ms Max:
2024-05-04 19:37:24 CPU Usage: 52.9% | Memory Usage: 34.69% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.42, 1.53, 1.31 | Process Count: 274 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.745/1.860/1.986/0.097 Avg:ms Max:
2024-05-04 19:37:29 CPU Usage: 50% | Memory Usage: 34.69% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.39, 1.52, 1.31 | Process Count: 274 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.811/1.942/2.067/0.105 Avg:ms Max:
2024-05-04 19:37:34 CPU Usage: 52.9% | Memory Usage: 34.69% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.36, 1.51, 1.30 | Process Count: 274 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.621/1.822/2.135/0.179 Avg:ms Max:
2024-05-04 19:37:40 CPU Usage: 52.9% | Memory Usage: 34.69% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.41, 1.52, 1.31 | Process Count: 274 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.806/1.907/1.994/0.069 Avg:ms Max:
2024-05-04 19:37:45 CPU Usage: 54.5% | Memory Usage: 34.69% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.38, 1.51, 1.31 | Process Count: 274 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.576/1.811/1.933/0.136 Avg:ms Max:
2024-05-04 19:37:50 CPU Usage: 51.5% | Memory Usage: 34.69% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.43, 1.52, 1.31 | Process Count: 274 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.538/1.914/2.094/0.197 Avg:ms Max:
2024-05-04 19:37:55 CPU Usage: 51.5% | Memory Usage: 34.70% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.55, 1.54, 1.32 | Process Count: 274 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.604/2.026/2.307/0.264 Avg:ms Max:
2024-05-04 19:38:01 CPU Usage: 52.9% | Memory Usage: 34.70% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.51, 1.53, 1.32 | Process Count: 274 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.769/2.056/2.236/0.161 Avg:ms Max:
2024-05-04 19:38:06 CPU Usage: 62.2% | Memory Usage: 34.70% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.47, 1.52, 1.31 | Process Count: 276 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.776/1.887/1.969/0.074 Avg:ms Max:
2024-05-04 19:38:11 CPU Usage: 65.7% | Memory Usage: 34.70% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.83, 1.60, 1.34 | Process Count: 274 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.733/1.871/2.018/0.125 Avg:ms Max:
2024-05-04 19:38:16 CPU Usage: 48.5% | Memory Usage: 34.71% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.76, 1.59, 1.34 | Process Count: 274 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.644/1.801/2.029/0.136 Avg:ms Max:
2024-05-04 19:38:22 CPU Usage: 53.1% | Memory Usage: 34.70% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.70, 1.58, 1.34 | Process Count: 274 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.450/1.788/2.050/0.229 Avg:ms Max:
2024-05-04 19:38:27 CPU Usage: 50% | Memory Usage: 34.70% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.65, 1.57, 1.33 | Process Count: 273 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.869/1.954/2.100/0.080 Avg:ms Max:
2024-05-04 19:38:32 CPU Usage: 50% | Memory Usage: 34.69% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.67, 1.57, 1.34 | Process Count: 273 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.626/1.798/2.062/0.143 Avg:ms Max:
2024-05-04 19:38:37 CPU Usage: 54.8% | Memory Usage: 34.70% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.62, 1.56, 1.34 | Process Count: 273 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.667/1.926/2.060/0.143 Avg:ms Max:
2024-05-04 19:38:42 CPU Usage: 54.5% | Memory Usage: 34.70% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.52, 1.55, 1.33 | Process Count: 273 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.852/1.874/1.906/0.019 Avg:ms Max:
2024-05-04 19:38:48 CPU Usage: 50% | Memory Usage: 34.70% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.56, 1.55, 1.34 | Process Count: 273 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.498/1.738/2.070/0.199 Avg:ms Max:
2024-05-04 19:38:53 CPU Usage: 46.7% | Memory Usage: 34.71% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.52, 1.54, 1.33 | Process Count: 273 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.802/1.922/2.303/0.191 Avg:ms Max:
2024-05-04 19:38:58 CPU Usage: 51.5% | Memory Usage: 34.71% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.56, 1.55, 1.34 | Process Count: 273 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.480/1.712/1.945/0.161 Avg:ms Max:
2024-05-04 19:39:03 CPU Usage: 53.1% | Memory Usage: 34.71% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.51, 1.54, 1.34 | Process Count: 273 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.597/1.863/2.071/0.168 Avg:ms Max:
2024-05-04 19:39:09 CPU Usage: 50% | Memory Usage: 34.71% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.47, 1.53, 1.33 | Process Count: 273 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.617/1.869/2.030/0.148 Avg:ms Max:
2024-05-04 19:39:14 CPU Usage: 53.1% | Memory Usage: 34.71% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.43, 1.52, 1.33 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.651/1.798/1.970/0.105 Avg:ms Max:
2024-05-04 19:39:19 CPU Usage: 53.1% | Memory Usage: 34.71% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.32, 1.50, 1.33 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.588/1.783/2.172/0.209 Avg:ms Max:
2024-05-04 19:39:24 CPU Usage: 52.9% | Memory Usage: 34.72% | I/O Usage (read write): 3.29 9.05 | Load Average:  2.09, 1.66, 1.38 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.712/1.805/1.971/0.088 Avg:ms Max:
2024-05-04 19:39:30 CPU Usage: 94.4% | Memory Usage: 34.72% | I/O Usage (read write): 3.29 9.05 | Load Average:  2.00, 1.65, 1.37 | Process Count: 274 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.404/1.767/2.086/0.242 Avg:ms Max:
2024-05-04 19:39:35 CPU Usage: 63.9% | Memory Usage: 34.73% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.92, 1.63, 1.37 | Process Count: 273 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.534/1.783/2.021/0.192 Avg:ms Max:
2024-05-04 19:39:40 CPU Usage: 100% | Memory Usage: 34.72% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.85, 1.62, 1.37 | Process Count: 273 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.559/1.786/1.995/0.172 Avg:ms Max:
2024-05-04 19:39:45 CPU Usage: 61.8% | Memory Usage: 34.73% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.86, 1.63, 1.37 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.542/1.690/1.882/0.119 Avg:ms Max:
2024-05-04 19:39:51 CPU Usage: 66.7% | Memory Usage: 34.73% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.79, 1.62, 1.37 | Process Count: 273 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.591/1.894/2.089/0.204 Avg:ms Max:
2024-05-04 19:39:56 CPU Usage: 53.1% | Memory Usage: 34.72% | I/O Usage (read write): 3.29 9.05 | Load Average:  2.21, 1.71, 1.40 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.633/1.818/1.969/0.127 Avg:ms Max:
2024-05-04 19:40:01 CPU Usage: 54.5% | Memory Usage: 34.72% | I/O Usage (read write): 3.29 9.05 | Load Average:  2.11, 1.70, 1.40 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.861/2.025/2.325/0.168 Avg:ms Max:
2024-05-04 19:40:06 CPU Usage: 58.8% | Memory Usage: 34.73% | I/O Usage (read write): 3.29 9.05 | Load Average:  2.02, 1.68, 1.40 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.699/1.822/2.037/0.121 Avg:ms Max:
2024-05-04 19:40:11 CPU Usage: 51.5% | Memory Usage: 34.73% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.94, 1.67, 1.39 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.612/1.858/2.105/0.176 Avg:ms Max:
2024-05-04 19:40:17 CPU Usage: 55.9% | Memory Usage: 34.74% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.95, 1.68, 1.40 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.733/1.882/2.032/0.101 Avg:ms Max:
2024-05-04 19:40:22 CPU Usage: 50% | Memory Usage: 34.74% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.87, 1.67, 1.39 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.748/2.002/2.160/0.137 Avg:ms Max:
2024-05-04 19:40:27 CPU Usage: 53.1% | Memory Usage: 34.74% | I/O Usage (read write): 3.29 9.05 | Load Average:  2.28, 1.76, 1.43 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.887/1.955/2.016/0.042 Avg:ms Max:
2024-05-04 19:40:32 CPU Usage: 53.1% | Memory Usage: 34.74% | I/O Usage (read write): 3.29 9.05 | Load Average:  2.08, 1.73, 1.42 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.716/1.903/2.055/0.116 Avg:ms Max:
2024-05-04 19:40:38 CPU Usage: 48.5% | Memory Usage: 34.73% | I/O Usage (read write): 3.29 9.05 | Load Average:  2.00, 1.72, 1.42 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.382/1.634/1.960/0.221 Avg:ms Max:
2024-05-04 19:40:43 CPU Usage: 57.1% | Memory Usage: 34.75% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.92, 1.71, 1.42 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.654/1.778/1.967/0.117 Avg:ms Max:
2024-05-04 19:40:48 CPU Usage: 46.9% | Memory Usage: 34.74% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.84, 1.69, 1.41 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.653/1.749/1.808/0.057 Avg:ms Max:
2024-05-04 19:40:53 CPU Usage: 51.5% | Memory Usage: 34.75% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.86, 1.70, 1.42 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.721/1.838/2.084/0.138 Avg:ms Max:
2024-05-04 19:40:59 CPU Usage: 57.6% | Memory Usage: 34.74% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.79, 1.69, 1.41 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.520/2.446/4.994/1.285 Avg:ms Max:
2024-05-04 19:41:04 CPU Usage: 55.9% | Memory Usage: 34.75% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.96, 1.73, 1.43 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.622/1.844/2.140/0.202 Avg:ms Max:
2024-05-04 19:41:09 CPU Usage: 54.3% | Memory Usage: 34.74% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.97, 1.73, 1.43 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.837/2.000/2.130/0.112 Avg:ms Max:
2024-05-04 19:41:14 CPU Usage: 59.4% | Memory Usage: 34.76% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.89, 1.72, 1.43 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.816/1.986/2.215/0.140 Avg:ms Max:
2024-05-04 19:41:19 CPU Usage: 73.5% | Memory Usage: 34.76% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.82, 1.71, 1.43 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.807/1.946/2.177/0.133 Avg:ms Max:
2024-05-04 19:41:25 CPU Usage: 58.8% | Memory Usage: 34.76% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.75, 1.69, 1.42 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.768/1.970/2.256/0.177 Avg:ms Max:
2024-05-04 19:41:30 CPU Usage: 48.5% | Memory Usage: 34.76% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.77, 1.70, 1.43 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.845/2.054/2.323/0.174 Avg:ms Max:
2024-05-04 19:41:35 CPU Usage: 54.3% | Memory Usage: 34.76% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.63, 1.67, 1.42 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.754/1.981/2.158/0.153 Avg:ms Max:
2024-05-04 19:41:40 CPU Usage: 54.5% | Memory Usage: 34.76% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.58, 1.66, 1.42 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.496/1.832/2.047/0.192 Avg:ms Max:
2024-05-04 19:41:46 CPU Usage: 56.2% | Memory Usage: 34.76% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.53, 1.65, 1.41 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.853/2.033/2.155/0.100 Avg:ms Max:
2024-05-04 19:41:51 CPU Usage: 55.9% | Memory Usage: 34.76% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.49, 1.64, 1.41 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.673/1.894/2.084/0.161 Avg:ms Max:
2024-05-04 19:41:56 CPU Usage: 54.5% | Memory Usage: 34.76% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.37, 1.61, 1.40 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.509/1.647/1.832/0.123 Avg:ms Max:
2024-05-04 19:42:01 CPU Usage: 56.2% | Memory Usage: 34.76% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.34, 1.60, 1.40 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.836/1.986/2.123/0.099 Avg:ms Max:
2024-05-04 19:42:07 CPU Usage: 54.5% | Memory Usage: 34.76% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.31, 1.59, 1.40 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.718/1.860/2.066/0.131 Avg:ms Max:
2024-05-04 19:42:12 CPU Usage: 51.5% | Memory Usage: 34.76% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.29, 1.58, 1.40 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.725/1.881/2.051/0.110 Avg:ms Max:
2024-05-04 19:42:17 CPU Usage: 55.9% | Memory Usage: 34.76% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.26, 1.57, 1.39 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.661/1.990/2.456/0.270 Avg:ms Max:
2024-05-04 19:42:22 CPU Usage: 52.9% | Memory Usage: 34.77% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.24, 1.56, 1.39 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.697/1.938/2.183/0.169 Avg:ms Max:
2024-05-04 19:42:27 CPU Usage: 48.4% | Memory Usage: 34.76% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.20, 1.54, 1.39 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.619/1.911/2.348/0.241 Avg:ms Max:
2024-05-04 19:42:33 CPU Usage: 46.9% | Memory Usage: 34.77% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.27, 1.55, 1.39 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.759/1.974/2.227/0.171 Avg:ms Max:
2024-05-04 19:42:38 CPU Usage: 50% | Memory Usage: 34.76% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.25, 1.54, 1.39 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.565/1.795/1.901/0.119 Avg:ms Max:
2024-05-04 19:42:43 CPU Usage: 97% | Memory Usage: 34.78% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.23, 1.53, 1.39 | Process Count: 273 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.591/1.847/2.115/0.211 Avg:ms Max:
2024-05-04 19:42:48 CPU Usage: 55.9% | Memory Usage: 34.77% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.21, 1.52, 1.38 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.877/2.048/2.388/0.176 Avg:ms Max:
2024-05-04 19:42:54 CPU Usage: 92.1% | Memory Usage: 34.77% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.11, 1.50, 1.38 | Process Count: 273 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.434/1.828/2.104/0.225 Avg:ms Max:
2024-05-04 19:42:59 CPU Usage: 54.5% | Memory Usage: 34.77% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.10, 1.49, 1.37 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.433/2.003/2.325/0.319 Avg:ms Max:
2024-05-04 19:43:04 CPU Usage: 68.8% | Memory Usage: 34.77% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.17, 1.50, 1.38 | Process Count: 273 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.445/1.784/1.925/0.174 Avg:ms Max:
2024-05-04 19:43:09 CPU Usage: 57.1% | Memory Usage: 34.77% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.16, 1.49, 1.37 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.568/1.900/2.383/0.270 Avg:ms Max:
